country,elec_con,boradband_sub,internet_usr,import,export,gdp_per_capita
Hong Kong SAR China,5446.66166541635,6.50227400373444,27.8277606812581,137.355187024159,141.764080924052,25756.6637783278
Latvia,2082.32138708792,0.0119756388518398,6.31906208267861,45.345274846525,37.2730153885883,4169.73227909797
Malta,4410.49603658457,0.406351449835472,13.1137087111024,98.4204010893786,90.557068581332,10377.0373182486
Singapore,7575.41150475434,1.76101765381915,36,176.889643179877,189.181243898202,23793.0363650117
Venezuela RB,2636.1154598638,0.0183262943237284,3.3595974645036,18.113001893198,29.7442196597828,4785.1530594156
Austria,7076.26948339438,2.37523412576796,33.7301329516915,42.044061781618,43.4297344088377,24517.2651460415
Belgium,8247.67711254725,1.40445717825012,29.4316916924341,69.4524562799635,72.0805108596495,23151.9537440851
Canada,16990.5783936795,4.59625522336157,51.3,38.7684557708033,44.4072207662594,24031.9512017887
Switzerland,7845.49535442113,0.787319269714487,47.1,46.056237547106,52.1924613359507,37813.2302181431
Chile,2527.62174096152,0.0509822379410087,16.6,28.5780463263669,29.2871513812358,5229.17709770948
Czech Republic,5703.81673910731,0.0243892968838869,9.78052788834393,50.183467291571,48.3296594917876,5994.52827686543
Germany,6635.42140596667,0.317317922586856,30.2163466048889,30.6035486160397,30.8730068606577,23685.3507471519
Denmark,6482.48862839575,1.25508520248926,39.1724308555053,38.1788694351999,44.8894877731153,30743.5591735847
Spain,5206.91143996048,0.189554715473303,13.6249608089899,31.62166344294,28.616170212766,14787.756063671
Finland,15303.8642759595,0.676134873066302,37.2484617371121,32.9074349960737,42.0868773897153,24253.2504245786
France,7237.46381243468,0.332022834948539,14.3079239430677,27.0859211891446,28.1734433984177,22465.6418414637
United Kingdom,6114.52925918564,0.0897179041110511,26.8217543508578,28.2779293256943,26.3103901077857,26296.448188778
Hungary,3309.2837106285,0.033254718526683,6.99967635062916,70.5769357203907,66.8946313776472,4613.70581249244
Iceland,26201.5255774257,0.838507328938104,44.470533824288,39.3577323031651,32.4052342400614,31819.7062158033
Italy,5299.96184897124,0.201803650838621,23.1108742441037,24.806873724147,25.647593709357,20059.2107704266
