country,elec_con,boradband_sub,internet_usr,import,export,gdp_per_capita
United Arab Emirates,10890.8712252773,9.32079075173159,68,72.246578367677,78.7538555399391,34341.9112913748
Argentina,2847.3268785838,9.97725182284618,45,14.8447403469592,17.3676375596372,11227.8384960848
Bahrain,17442.0586703284,12.377977695797,55,50.9350767827277,69.5373177399286,20386.0175551116
Brunei Darussalam,8705.77825691199,5.41704425454791,53,32.8726559352737,81.4387750050615,31453.0059440482
Cyprus,4622.69578729438,17.6187046122761,52.99,53.2844356641735,47.7127872195999,30438.9001948061
Hong Kong SAR China,5973.49164317645,30.7498360879913,72,213.537503124416,219.41213692035,32550.1378717655
Croatia,3813.67931094819,19.3143565035441,56.55,38.1601690032648,37.7373560012316,13505.7656168629
Lithuania,3470.78503022973,22.1388469840053,62.12,67.2829475774339,65.4037491116484,11976.9011427973
Latvia,3229.95106206989,20.8022983766232,68.42,54.4387763598315,52.982775560502,11379.2356381201
Malta,4171.21020583439,29.6392128794692,63,84.7656440125249,88.1840452974674,19694.0831567142
Oman,5704.29456063989,2.08922037071923,35.8278,32.6864056484947,57.132466426582,19920.6495686354
Qatar,14940.1335475865,8.33205217084173,69,23.7506073538111,59.993606901486,70870.2265835221
Russian Federation,6409.89521772674,10.9317839760003,43,21.1399447023288,29.2155607850389,10674.9972024184
Saudi Arabia,7784.76195297317,6.27916097896768,41,33.0674148828955,49.7011201477265,18753.9812332079
Singapore,8686.35136998444,26.3518048643337,71,172.840364423623,199.258998681913,46569.688541916
Trinidad and Tobago,6189.31627632059,12.2619240340488,48.5,31.7276177990518,54.8255308769951,15494.7029665448
Uruguay,2803.15337714934,11.3745862225836,46.4,25.3493427297247,26.3429945435247,11938.2155396173
Venezuela RB,3293.24181875651,5.76062974698831,37.37,17.606486536001,28.5304069880193,13581.3533771018
Australia,10740.4087283125,24.5932868450286,76,20.4328535254726,19.4604264632905,51801.0489492732
Austria,8347.43843535479,24.4039341465122,75.17,47.5444405129842,50.6946958256389,46593.3892166807
Belgium,8368.65601882444,30.8294873510322,75,74.4703305837095,76.2398597937919,44360.9016865863
Canada,15965.1705791284,31.6973185443225,80.3,30.9618904025062,29.0608910381974,47463.6311923649
Switzerland,8174.53595945972,37.2071304460207,83.9,53.5225441671862,64.2490081180152,74277.1216031631
Chile,3316.18224056729,10.4330945100975,45,31.6694177811717,38.0598806018285,12785.0518749447
Czech Republic,6348.42439812839,21.425460130053,68.82,63.0778488035489,66.1767060370275,19763.9637984737
