country,elec_con,boradband_sub,internet_usr,import,export,gdp_per_capita
United Arab Emirates,12453.5988924333,0.267360215369605,26.2717542010006,40.7053546013305,49.1592253276122,32105.6487406813
Argentina,2109.49458035279,0.25219083409194,9.78080728532407,10.2732913591251,11.5791314930307,7170.68969819357
Bahrain,20201.6713364504,0.168300777532419,15.0386342513918,53.4154400665755,73.6106719000445,12917.73905917
Brunei Darussalam,7244.69997685968,0.559104018117801,12.9177690823013,39.1935647484115,69.5253059297448,16616.798045418
Cyprus,3450.92263817731,0.260015538528583,18.8187590408455,64.0648889625631,68.6639532607603,14723.2104665853
Hong Kong SAR China,5549.94563841354,10.3940341970812,38.6714032309569,132.431184535803,137.121596315915,25230.2163329516
Kuwait,15339.5289097306,0.252448243061208,8.55179243431475,35.5387356321839,51.3036155499486,17532.8583702654
Latvia,2213.36060278029,0.137934916038782,7.21934580836289,48.620478891665,38.1998134188318,4466.04526877907
Malta,4292.31505134494,2.23824049902717,17.8778483243348,82.6121892424943,80.4548442864448,9967.79040659294
Saudi Arabia,5729.66016760226,0.0670125984642436,4.6810531658103,24.0740147108536,39.8773998391365,8315.73930199213
Singapore,7516.19139681005,3.75315289698664,41.6704251756041,168.269801174065,184.479425106939,21576.8698392825
Venezuela RB,2700.21643350984,0.147307399977347,4.63600094778677,19.4056364521971,22.7356315651648,4928.17304004546
Australia,10636.3776850564,0.63015538821087,52.6892664310395,21.9691609655808,22.1454042749282,19496.6387106527
Austria,7333.23195262844,3.98288576596633,39.1854501811114,42.9457731341412,44.6928313456374,24489.7377566869
Belgium,8267.18721595245,4.46579019539792,31.2883955056566,67.7962396152164,71.1483949761018,23078.4180600078
Canada,16807.1449943536,9.15228774276314,60.2,36.5519301535381,42.2463413086695,23573.7500651106
Switzerland,7992.27757572975,1.9442330091047,55.1,45.2762242885631,50.8888188971019,38538.6430680323
Chile,2655.67716674986,0.426630647978946,19.1,30.5422988251092,30.8719815128679,4709.92339981847
Czech Republic,5892.17259549527,0.0605975603617674,14.6971721171129,50.3924994117484,49.1356506218688,6594.71746509376
Germany,6762.65339646636,2.51245877458939,31.650939416316,30.1491632250863,31.9151878207101,23654.2827650797
Denmark,6490.09299312922,4.44470672779197,42.9575247201878,38.4549035162294,45.5953441640917,30751.6494603843
Spain,5435.07691051436,1.14484314532527,18.1487226902932,30.2119429100765,27.8622156654201,15359.1084396669
Estonia,4680.44794559529,1.2881215496086,31.5274897673756,65.4254326129102,61.4590364041071,4490.65902987262
Finland,15709.3049972167,2.58271929503328,43.1053633522263,30.553113121984,39.7128159682076,24913.2445163584
France,7347.45559995822,1.00921609764608,26.3259035521688,26.5224853346661,27.7941822923174,22527.3177509504
United Kingdom,6141.98255122284,0.559207325980935,33.4810948744147,28.4968303488217,26.1529641463217,25864.3949738535
Hungary,3426.72290248436,0.307803058611454,14.5285543028277,66.2822475941288,65.0236805330604,5254.77240655726
Iceland,26950.3944302518,3.66969893260484,49.3929953676426,38.2034787472881,37.320941272517,28589.7434463388
Israel,6400.217425066,0.715626983207686,17.3786238639049,33.8929813134695,31.6050968268675,20126.8423296565
Italy,5406.49172167704,0.681815404493195,27.2221169788811,24.4666471398828,25.721422569812,20409.0035384696
Japan,7822.81417864081,3.04428066981795,38.5320608612719,9.80907269645799,10.4488201997376,32716.4186748897
Korea Rep.,6310.9089564575,16.9247104730221,56.6,31.1786217487439,32.7324501340377,11255.9478894452
Luxembourg,15616.3297661514,0.276050411576396,36.163422506306,125.143721633888,149.290234599732,47558.3722118289
Netherlands,6652.67372047428,2.92284479694128,49.3730621073123,58.0554312968202,64.56924921822,26554.063033556
Norway,25590.6894288143,1.96116129383796,64,28.3121083226543,44.9542850020932,38549.5893413937
New Zealand,9417.34312588584,0.441971047018583,53.2410152941279,31.8026079849339,35.4309297317119,13882.899970798
Poland,3260.03326284961,0.0313195358945893,9.9006697073534,30.8474865348248,27.2267649347736,4981.1986188017
Portugal,4119.67048812079,0.95951369284664,18.0871365595338,37.6400949734038,27.4239752627413,11729.1442632099
Slovenia,6006.34519040591,0.27641913584342,30.1759104700854,52.7895473546825,51.7487279399247,10479.3126441489
Sweden,16020.9803101633,6.60408053423074,51.7656649372808,37.5222445957234,43.7539596389213,26969.2445747257
United States,13046.6141478464,4.44916865402946,49.0808315896951,13.1370092368316,9.6660422917947,37273.6181034176
Zimbabwe,824.976983475389,0.00612548277901157,0.799846045633137,32.9389594779827,34.9589126909086,537.717482752284
Armenia,1265.34459071723,0.000196080994522804,1.63109466677715,46.1488057252256,25.4683909062582,692.301630888896
Georgia,1449.25223417837,0.00918354053251721,0.992344436138154,38.8685696509263,24.4613734606847,733.970414207347
Indonesia,411.427834068035,0.00707646070025513,2.01861385948459,30.7610722568246,39.0321334465554,748.184746113868
India,394.953507231011,0.00471920321788348,0.660146377009928,13.2033292120996,12.3419398544364,460.826360985782
Sri Lanka,292.599882960047,0.00171769688470193,0.793821864362622,43.5674254910273,37.331198977271,837.698803493314
Moldova,1804.5073857306,0.00591499386597812,1.48781295215565,73.5349295555226,49.8535486997329,407.730243187074
Nicaragua,346.615693770524,0.0309850802202568,1.44879942820716,38.9382206647775,19.0419108824493,1043.60075786956
Philippines,519.279421509384,0.0126106973317126,2.52400566008269,52.8820890341158,46.0268520416027,958.01065696247
Zambia,609.046593031107,0.000299166089002683,0.233129556342332,39.558583610284,25.109699098695,376.977403608523
Bosnia and Herzegovina,2044.34663676292,0.00175286961511365,1.20052695129649,75.9264246365736,28.3925252968684,1512.99298474331
Brazil,1735.95476133099,0.187039248095442,4.52849486902851,14.560300352726,12.3663792743248,3136.49673342472
China,1077.04682155915,0.0261109165194221,2.63965021485872,18.2816059432087,19.973084345391,1047.48189480922
Colombia,850.425172331374,0.0340987697617534,2.85419997133433,18.5139760284435,15.3871357665009,2395.85652219404
Ecuador,649.977479532984,0.0205228611606926,2.67044367376705,27.5223100691327,23.2227470913006,1903.74186759833
Iran Islamic Rep.,1635.03257821982,0.000988668098644965,1.48422133163363,18.7872927773947,20.5038894482437,1727.79014291409
Jordan,1404.92170022371,0.00845896306762951,4.70571958094159,67.2435502281185,42.1922463944594,1824.88612120412
Mexico,1744.64468927215,0.0474654057171531,7.0380231165045,24.883921252508,23.6441256878902,6952.28903930479
Mongolia,1071.19433622526,0.0020250703711954,1.65323823906982,65.4999858868754,50.3183409920048,524.02476600758
Malaysia,2733.92003490829,0.0167183947732948,26.6959725007084,92.9621446541059,110.402491356547,3878.7714093459
Panama,1274.09911668292,0.24935751372814,7.26839987788729,65.9233538005505,72.7207283506246,3825.05093318933
Paraguay,873.927820035604,0.00549388064104797,1.09879383569333,35.5933439745034,45.145535360203,1417.26031968232
Romania,2066.78393292599,0.0268936587083549,4.53866902895312,40.670799638478,33.0638310139064,1833.81265964897
Thailand,1507.69908791861,0.002557513532386,5.55632612097332,59.3663740658911,65.8566023739739,1821.9047250482
Turkey,1613.23860914906,0.0170280022259491,5.18948146078506,23.3153488514658,27.4408823417422,3053.8651078691
