country,elec_con,boradband_sub,internet_usr,import,export,gdp_per_capita
Hong Kong SAR China,24.169967828155333,34.594871733025045,45.66820807020869,83.57805559762738,73.01875463876739,74.376169278478
Singapore,35.41484243344848,55.57053571165476,63.297880885918914,100.0,100.0,60.07578092305064
Belgium,41.9098273198059,22.10848111415306,22.39621076104767,37.37538473387751,35.179223035109416,73.14268408725555
Canada,100.0,96.51183946261649,81.84260742451033,21.27379355876483,20.588975195887222,56.67072697517356
France,35.75577315595802,4.654390806206721,16.920668674700394,10.408122695405345,11.701003701750713,71.83682706052741
Japan,40.39497540678272,5.191829929573415,41.71249961105386,0.0,2.349024233592895,92.89639637333342
Korea Rep.,18.07075553940211,6.28013459016514,18.535316771170432,15.750113375396671,22.013605788253933,10.945782237222833
Netherlands,30.895192545484637,100.0,72.56934937733699,33.91513236483369,33.95584842353893,80.26784191461192
United States,77.84929562564524,52.69386053833711,100.0,2.4483682220796292,2.1667718122942277,100.0
Brazil,0.0,0.0,0.0,0.3375931173079094,0.0,0.0
Hong Kong SAR China,19.32792259837728,67.11314435536404,49.001450117194125,74.63327844298443,70.08019437787365,70.02971438083277
Singapore,27.370660983118228,41.00513669751681,56.43561670459651,100.0,99.99999999999999,60.06636440371512
Austria,26.467646566360596,33.208012988885194,53.61136303891416,20.000446620783062,17.843004895767756,76.15235120347506
Belgium,30.539947494296,11.72190210032564,30.043455060551796,34.01699683117801,32.505913870205255,70.93697703694241
Canada,66.91327467084929,100.0,87.01612093879797,19.65650981975283,19.361324804964053,61.01339983530103
France,27.209703582341884,4.865903613595764,18.231934527688743,9.83701483863425,9.659363284062907,69.14572717243729
Iceland,100.0,1.505570530922138,100.0,18.789483688115844,13.743131429324253,91.73662432648963
Japan,30.00637950422078,8.982052962952604,49.409685731359,0.0,0.3867930625065032,100.0
Korea Rep.,17.696758015376407,31.7512001833558,54.90228992436786,13.88254204915172,15.657846972014228,25.706612671804116
Portugal,13.156599116893544,0.13594554686638918,32.509322781854365,18.60539353017499,10.107855485201329,31.882481111327664
United States,52.90437787764215,51.14064974488806,86.15771264650392,2.860636701658048,0.44339823077852697,98.84159307379788
Brazil,4.895515237935946,0.19740694015506635,0.21919176565256795,1.8368159798089874,0.0,4.674641173260358
Peru,0.0,0.0,0.0,6.1465684032927514,3.5548626226371782,0.0
Hong Kong SAR China,19.7221575508285,77.24915831134987,53.343487145793745,76.39183946907592,73.51306528098046,67.22777213013502
Latvia,6.709208877492489,0.13980907927477784,11.828058665661406,21.44774795128633,15.145000682357523,10.129395127599256
Malta,15.71436730680414,4.825273510673041,24.942876601170063,53.14177443808101,44.909144084407316,26.547988168847745
Singapore,27.955959754522627,20.91966910596034,69.11729212078008,99.99999999999999,100.0,62.033891826116964
Venezuela RB,8.851231755217205,0.21525937186595742,6.115791085537282,5.185885919548216,10.939461833683309,11.75720998081378
Austria,26.025325821176995,28.216996559480354,64.73606455968142,19.476415206094735,18.584105946027403,63.9495085953091
Belgium,30.556219278034526,16.683477688047855,56.43934545057938,35.84344893138984,34.58825292368571,60.33820028326167
Canada,64.37293108934531,54.60430294169632,98.64888153028413,17.520373816913047,19.130123795131432,62.6658320081794
Switzerland,29.000618434219902,9.351441495211395,90.5421707119889,21.872302205952312,23.478911149906164,99.11791714501383
Chile,8.431588354533558,0.6032351503775465,31.672008817225922,11.435129565859803,10.684146312959118,12.931672962622791
Czech Republic,20.71680895294263,0.28729214378532414,18.509273497553323,24.336894155100495,21.321173869532945,14.956060271599096
Germany,24.32016732658027,3.7674920405447123,57.953862228537915,12.644666457476653,11.569995400559455,61.749058661823604
Denmark,23.728637867500144,14.908832641411768,75.24062058187968,17.168299949931292,19.399515170037038,80.41832834053238
Spain,18.794826448688,2.2495744961627446,25.92967967565119,13.252637847742001,10.309340371561067,38.21453196583274
Finland,57.84888107518117,8.030491981289082,71.5270345661311,14.020441535565984,17.83399429928332,63.25117812157568
France,26.64881017671206,3.9421968320623493,27.24791411077626,10.544100999967258,10.062035904265212,58.5228753141431
United Kingdom,22.305405973791906,1.063442346182928,51.40172466914384,11.255913484018915,9.021345829367098,68.65552548030787
Hungary,11.454982616016808,0.39261964263234006,13.141759391633027,36.51493638119226,31.69145263693342,11.303724521742641
Iceland,100.0,9.959591955064319,85.46685597556369,17.872262683634982,12.42588816232348,83.26478428675863
Italy,19.15473659341675,2.3951005385271324,44.23909802466288,9.183158580541132,8.651111850021838,52.15775998825278
Japan,29.502325225520924,8.074477120612464,57.518403991652654,0.0,0.4005605307940582,97.75945949971052
Korea Rep.,21.502545213104607,100.0,85.90976453010592,14.038893741075665,13.880261640681208,30.70213490186246
Netherlands,24.026655650781322,19.474271133020068,84.5284415621344,30.5452169906469,31.826665165191258,67.76072014252999
Norway,95.32834708635494,6.159846627067149,100.0,11.631977206800363,19.860119434607437,100.0
New Zealand,34.95275503937235,1.4319490106643755,91.08176215321807,13.93951316374906,14.291597020674953,35.18146333476616
Portugal,14.083909137347021,2.8972175399727544,31.34478277140467,17.797507063450556,10.07178437283015,29.524612017156546
Sweden,59.30998605621121,33.34065401269789,87.81610045238772,17.19851007300382,18.95736516014697,76.5550988582208
United States,51.53331835855231,29.51150512542639,82.78127410603139,2.920006507483747,0.2817010550651942,95.51173042934415
Indonesia,0.16491921298576787,0.020274864644857567,1.4176942956534857,12.558687517452901,17.214195988059807,1.1636486963541777
Nicaragua,0.0,0.16056914372341702,1.5231831060925052,18.96660675625874,5.556821641229578,1.7876924596837238
Zambia,0.9292757123762629,0.0,0.0,16.144024734620366,7.688245297819637,0.0
Bosnia and Herzegovina,6.421639828003619,0.005895895934956783,1.7214969224114218,39.45492621473235,10.350770880958214,2.9399857750364946
Brazil,5.952183750623309,0.6783538329395383,5.172107590312514,1.7857790538133236,0.0,8.989347261354723
China,2.497126830722632,0.018555521877605223,3.0590124415136666,5.524822545340352,5.876614797173883,1.6251034536543576
Colombia,1.8630237732429202,0.26171791425327673,3.8921116765944404,4.373125736321603,3.2146230889096077,5.639342196990447
Iran Islamic Rep.,4.616137218935673,7.024580980442113E-4,1.43434423566662,4.779464243564323,7.008770243439932,3.1687145763777256
Mexico,5.297897946761867,0.16909488572246492,9.439130794469754,10.405815446398309,9.00252920743278,16.689061839105673
Peru,1.2858920426070848,0.04678909107379385,5.569231135150127,5.591291566560767,3.7016777623198402,4.303716814038215
Paraguay,2.087644608665515,0.03083881859738635,1.0742531966774869,17.207926075859934,20.489010573867816,3.1885181702961534
United Arab Emirates,45.61892390572395,1.578563072397114,40.83409529665589,19.49775329301142,22.591624508278866,67.24826908157603
Argentina,6.815622703406747,1.4889334326550683,14.972787064119377,0.2929550224380742,1.0943608380709546,14.399134070113128
Bahrain,74.68386560700303,0.9932615651122211,23.218176761757707,27.518722013372404,36.57879538654531,26.579887488566804
Brunei Darussalam,26.079051969458288,3.302357303595996,19.892209603051953,18.543706276161668,34.24180842106811,34.419967251540484
Cyprus,11.847652098954775,1.535166395417822,29.146215511587364,34.23928236816879,33.74908145982891,30.406547159723313
Hong Kong SAR China,19.72160805023386,61.41291782636185,60.27937925631363,77.38328166065035,72.90949466889367,52.675930905317195
Kuwait,56.44476327580976,1.4904543564659707,13.045430675984827,16.237248927807318,23.81829845497778,36.36153834873026
Latvia,7.205249918228433,0.8138421691386438,10.955871290866238,24.492760173503605,16.322418036615666,8.666695594294115
Malta,15.003923754042273,13.223684687147628,27.670667613494956,45.94394916991975,40.49392606829503,20.327531735694713
Saudi Arabia,20.39576182867154,0.3947913418490473,6.975289172138389,9.002193888318184,17.282062197313962,16.826043254237245
Singapore,27.09748363104505,22.1746794564456,64.98248280174643,100.0,100.00000000000001,44.93273783415224
Venezuela RB,9.031566907302127,0.8692203248804711,6.9046377230237015,6.056114879653134,7.476309343656192,9.646165940910219
Australia,38.802076382373535,3.7221706491803066,82.26236682109985,7.67388133700346,7.13867656020921,40.52373056108331
Austria,26.4111573715451,23.532076564913936,61.08551408240439,20.91161687570176,20.036674818472928,51.10650172825588
Belgium,29.91465523843407,26.38536037705726,48.70125463778827,36.594030253339966,35.17027798113223,48.115238535601804
Canada,61.95015526170493,54.07594835382563,94.04079269758495,16.876646796975503,18.637188121533413,49.16508457579665
Switzerland,28.883400984692255,11.486515258753487,86.04290921276473,22.38229745177347,23.581018764963808,80.88286880780154
Chile,8.8644890694076,2.519626602611999,29.58726108462203,13.084141621613929,12.13061544807318,9.183590298299153
